"No","Title_en","OctetNo","Contents_en","Note_en","Status"
712.00,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","37","Number of forecasts in ensemble",,"Operational"
713.00,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","38-39","Year of end of overall time interval",,"Operational"
714.00,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","40","Month of end of overall time interval",,"Operational"
715.00,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","41","Day of end of overall time interval",,"Operational"
716.00,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","42","Hour of end of overall time interval",,"Operational"
717.00,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","43","Minute of end of overall time interval",,"Operational"
718.00,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","44","Second of end of overall time interval",,"Operational"
719.00,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","45","n - number of time range specifications describing the time intervals used to calculate the statistically processed field",,"Operational"
720.00,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","46-49","Total number of data values missing in statistical process",,"Operational"
721.00,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,"50-61   Specification of the outermost (or only) time range over which statistical processing is done",,"Operational"
722.00,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","50","Statistical process used to calculate the processed field from the field at each time increment during the time range","(see Code table 4.10)","Operational"
723.00,"Product definition template 4.11 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","51","Type of time increment between successive fields used in the statistical processing","(see Code table 4.11)","Operational"
