row #,allNotes,template,octet,appliesTo,noteID-PDF,note-GitHub,myComment
1484,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_49_ProductDefinitionTemplate_en,39-40,octet,no id,(see Note),
1485,(see Code table 4.4),GRIB2_Template_4_49_ProductDefinitionTemplate_en,42,octet,n/a,(see Code table 4.4),
1486,(see Code table 4.5),GRIB2_Template_4_49_ProductDefinitionTemplate_en,47,octet,n/a,(see Code table 4.5),
1487,(see Code table 4.5),GRIB2_Template_4_49_ProductDefinitionTemplate_en,53,octet,n/a,(see Code table 4.5),
1488,(see Code table 4.6),GRIB2_Template_4_49_ProductDefinitionTemplate_en,59,octet,n/a,(see Code table 4.6),
1489,(see Code table 4.1),GRIB2_Template_4_51_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1490,(see Code table 4.2),GRIB2_Template_4_51_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1491,(see Code table 4.3),GRIB2_Template_4_51_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1492,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_51_ProductDefinitionTemplate_en,15-16,octet,no id,(see Note),
1493,(see Code table 4.4),GRIB2_Template_4_51_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1494,(see Code table 4.5),GRIB2_Template_4_51_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.5),
1495,(see Code table 4.5),GRIB2_Template_4_51_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1496,(see Code table 4.91),GRIB2_Template_4_51_ProductDefinitionTemplate_en,(37+12(i-1)),octet,n/a,(see Code table 4.91),
1497,(see Code table 4.1),GRIB2_Template_4_53_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1498,(see Code table 4.2),GRIB2_Template_4_53_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2 and Notes 2 and 3),
1499,Only parameters expressing fractions or percentages can be used in this template. Code tables shall state clearly that they are meant to be used in partitioned parameters context.,GRIB2_Template_4_53_ProductDefinitionTemplate_en,11,octet,2,(see Code table 4.2 and Notes 2 and 3),
1500,"The word ""fraction"" or the word ""percentage"" has to be explicitly used in the name of the parameter to refer to a normalization term N = 1 in the case of ""fraction"" and N = 100 in the case of percentage.",GRIB2_Template_4_53_ProductDefinitionTemplate_en,11,octet,3,(see Code table 4.2 and Notes 2 and 3),
1501,A single partition with code value PN from the partition set composed by the NP partitions is represented in the template. The code values of the NP partitions are expressed in octets 14 to 14+2NP-1. The NP partitions are linked by the normalization formula stating that the sum of all the NP partitions must be equal to a normalization term (N) on each point of the grid.,GRIB2_Template_4_53_ProductDefinitionTemplate_en,12,octet,1,(see Notes 1 and 3),
1502,"The word ""fraction"" or the word ""percentage"" has to be explicitly used in the name of the parameter to refer to a normalization term N = 1 in the case of ""fraction"" and N = 100 in the case of percentage.",GRIB2_Template_4_53_ProductDefinitionTemplate_en,12,octet,3,(see Notes 1 and 3),
1503,A single partition with code value PN from the partition set composed by the NP partitions is represented in the template. The code values of the NP partitions are expressed in octets 14 to 14+2NP-1. The NP partitions are linked by the normalization formula stating that the sum of all the NP partitions must be equal to a normalization term (N) on each point of the grid.,GRIB2_Template_4_53_ProductDefinitionTemplate_en,13,octet,1,(see Note 1),
1504,(see Code table 4.PTN),GRIB2_Template_4_53_ProductDefinitionTemplate_en,14-(14+2NP-1),octet,n/aa,(see Code table 4.PTN and Note 1),typo?
1505,A single partition with code value PN from the partition set composed by the NP partitions is represented in the template. The code values of the NP partitions are expressed in octets 14 to 14+2NP-1. The NP partitions are linked by the normalization formula stating that the sum of all the NP partitions must be equal to a normalization term (N) on each point of the grid.,GRIB2_Template_4_53_ProductDefinitionTemplate_en,14-(14+2NP-1),octet,1,(see Code table 4.PTN and Note 1),
1506,(see Code table 4.PTN),GRIB2_Template_4_53_ProductDefinitionTemplate_en,(14+2NP)-(15+2NP),octet,n/a,(see Code table 4.PTN and Note 3),
1507,"The word ""fraction"" or the word ""percentage"" has to be explicitly used in the name of the parameter to refer to a normalization term N = 1 in the case of ""fraction"" and N = 100 in the case of percentage.",GRIB2_Template_4_53_ProductDefinitionTemplate_en,(14+2NP)-(15+2NP),octet,3,(see Code table 4.PTN and Note 3),
1508,(see Code table 4.3),GRIB2_Template_4_53_ProductDefinitionTemplate_en,(16+2NP),octet,n/a,(see Code table 4.3),
1509,A single partition with code value PN from the partition set composed by the NP partitions is represented in the template. The code values of the NP partitions are expressed in octets 14 to 14+2NP-1. The NP partitions are linked by the normalization formula stating that the sum of all the NP partitions must be equal to a normalization term (N) on each point of the grid.,GRIB2_Template_4_53_ProductDefinitionTemplate_en,(19+2NP)-(20+2NP),octet,1,(see Note 1),
1510,(see Code table 4.4),GRIB2_Template_4_53_ProductDefinitionTemplate_en,(22+2NP),octet,n/a,(see Code table 4.4),
1511,(see Code table 4.5),GRIB2_Template_4_53_ProductDefinitionTemplate_en,(27+2NP),octet,n/a,(see Code table 4.5),
1512,(see Code table 4.5),GRIB2_Template_4_53_ProductDefinitionTemplate_en,(33+2NP),octet,n/a,(see Code table 4.5),
1513,(see Code table 4.1),GRIB2_Template_4_54_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1514,(see Code table 4.2),GRIB2_Template_4_54_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2 and Notes 2 and 3),
1515,Only parameters expressing fractions or percentages can be used in this template. Code tables shall state clearly that they are meant to be used in partitioned parameters context.,GRIB2_Template_4_54_ProductDefinitionTemplate_en,11,octet,2,(see Code table 4.2 and Notes 2 and 3),
1516,"The word ""fraction"" or the word ""percentage"" has to be explicitly used in the name of the parameter to refer to a normalization term N = 1 in the case of ""fraction"" and N = 100 in the case of percentage.",GRIB2_Template_4_54_ProductDefinitionTemplate_en,11,octet,3,(see Code table 4.2 and Notes 2 and 3),
1517,A single partition with code value PN from the partition set composed by the NP partitions is represented in the template. The code values of the NP partitions are expressed in octets 14 to 14+2NP-1. The NP partitions are linked by the normalization formula stating that the sum of all the NP partitions must be equal to a normalization term (N) on each point of the grid.,GRIB2_Template_4_54_ProductDefinitionTemplate_en,12,octet,1,(see Notes 1 and 3),
1518,"The word ""fraction"" or the word ""percentage"" has to be explicitly used in the name of the parameter to refer to a normalization term N = 1 in the case of ""fraction"" and N = 100 in the case of percentage.",GRIB2_Template_4_54_ProductDefinitionTemplate_en,12,octet,3,(see Notes 1 and 3),
1519,A single partition with code value PN from the partition set composed by the NP partitions is represented in the template. The code values of the NP partitions are expressed in octets 14 to 14+2NP-1. The NP partitions are linked by the normalization formula stating that the sum of all the NP partitions must be equal to a normalization term (N) on each point of the grid.,GRIB2_Template_4_54_ProductDefinitionTemplate_en,13,octet,1,(see Note 1),
1520,(see Code table 4.PTN),GRIB2_Template_4_54_ProductDefinitionTemplate_en,14-(14+2NP-1),octet,n/a,(see Code table 4.PTN and Note 1),typo?
1521,A single partition with code value PN from the partition set composed by the NP partitions is represented in the template. The code values of the NP partitions are expressed in octets 14 to 14+2NP-1. The NP partitions are linked by the normalization formula stating that the sum of all the NP partitions must be equal to a normalization term (N) on each point of the grid.,GRIB2_Template_4_54_ProductDefinitionTemplate_en,14-(14+2NP-1),octet,1,(see Code table 4.PTN and Note 1),
1522,(see Code table 4.PTN),GRIB2_Template_4_54_ProductDefinitionTemplate_en,(14+2NP)-(15+2NP),octet,n/a,(see Code table 4.PTN and Note 3),typo?
1523,"The word ""fraction"" or the word ""percentage"" has to be explicitly used in the name of the parameter to refer to a normalization term N = 1 in the case of ""fraction"" and N = 100 in the case of percentage.",GRIB2_Template_4_54_ProductDefinitionTemplate_en,(14+2NP)-(15+2NP),octet,3,(see Code table 4.PTN and Note 3),
1524,(see Code table 4.3),GRIB2_Template_4_54_ProductDefinitionTemplate_en,(16+2NP),octet,n/a,(see Code table 4.3),
1525,A single partition with code value PN from the partition set composed by the NP partitions is represented in the template. The code values of the NP partitions are expressed in octets 14 to 14+2NP-1. The NP partitions are linked by the normalization formula stating that the sum of all the NP partitions must be equal to a normalization term (N) on each point of the grid.,GRIB2_Template_4_54_ProductDefinitionTemplate_en,(19+2NP)-(20+2NP),octet,1,(see Note 1),
1526,(see Code table 4.4),GRIB2_Template_4_54_ProductDefinitionTemplate_en,(22+2NP),octet,n/a,(see Code table 4.4),
1527,(see Code table 4.5),GRIB2_Template_4_54_ProductDefinitionTemplate_en,(27+2NP),octet,n/a,(see Code table 4.5),
1528,(see Code table 4.5),GRIB2_Template_4_54_ProductDefinitionTemplate_en,(33+2NP),octet,n/a,(see Code table 4.5),
1529,(see Code table 4.6),GRIB2_Template_4_54_ProductDefinitionTemplate_en,(39+2NP),octet,n/a,(see Code table 4.6),
1530,(see Code table 4.1),GRIB2_Template_4_55_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1531,(see Code table 4.2),GRIB2_Template_4_55_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1532,(see Code table 4.242),GRIB2_Template_4_55_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.242),
1533,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_55_ProductDefinitionTemplate_en,13,octet,1,(see Notes 1 and 2),"very long note, did not include all"
1534,"For more information, see Part B, GRIB Attachment IV.",GRIB2_Template_4_55_ProductDefinitionTemplate_en,13,octet,2,(see Notes 1 and 2),
1535,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_55_ProductDefinitionTemplate_en,14,octet,1,(see Notes 1 and 2),"very long note, did not include all"
1536,"For more information, see Part B, GRIB Attachment IV.",GRIB2_Template_4_55_ProductDefinitionTemplate_en,14,octet,2,(see Notes 1 and 2),
1537,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_55_ProductDefinitionTemplate_en,15,octet,1,(see Note 1),"very long note, did not include all"
1538,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_55_ProductDefinitionTemplate_en,16,octet,1,(see Note 1),"very long note, did not include all"
1539,(see Code table 4.241),GRIB2_Template_4_55_ProductDefinitionTemplate_en,17,octet,n/a,(see Code table 4.241 and Note 1), code table 4.241 not referenced in manual
1540,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_55_ProductDefinitionTemplate_en,17,octet,1,(see Code table 4.241 and Note 1),"very long note, did not include all"
1541,(see Code table 4.3),GRIB2_Template_4_55_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.3),
1542,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_55_ProductDefinitionTemplate_en,21-22,octet,3,(see Note 3),
1543,(see Code table 4.4),GRIB2_Template_4_55_ProductDefinitionTemplate_en,24,octet,n/a,(see Code table 4.4),
1544,(see Code table 4.5),GRIB2_Template_4_55_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1545,(see Code table 4.5),GRIB2_Template_4_55_ProductDefinitionTemplate_en,35,octet,n/a,(see Code table 4.5),
1546,(see Code table 4.1),GRIB2_Template_4_56_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1547,(see Code table 4.2),GRIB2_Template_4_56_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1548,(see Code table 4.242),GRIB2_Template_4_56_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.242),
1549,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_56_ProductDefinitionTemplate_en,13,octet,1,(see Notes 1 and 2),used to be: See Note 1 under product definition template 4.55.
1550,"For more information, see Part B, GRIB Attachment IV.",GRIB2_Template_4_56_ProductDefinitionTemplate_en,13,octet,2,(see Notes 1 and 2),
1551,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_56_ProductDefinitionTemplate_en,14,octet,1,(see Notes 1 and 2),used to be: See Note 1 under product definition template 4.55.
1552,"For more information, see Part B, GRIB Attachment IV.",GRIB2_Template_4_56_ProductDefinitionTemplate_en,14,octet,2,(see Notes 1 and 2),
1553,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_56_ProductDefinitionTemplate_en,15,octet,1,(see Note 1),used to be: See Note 1 under product definition template 4.55.
1554,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_56_ProductDefinitionTemplate_en,16,octet,1,(see Note 1),used to be: See Note 1 under product definition template 4.55.
1555,(see Code table 4.241),GRIB2_Template_4_56_ProductDefinitionTemplate_en,17,octet,n/a,(see Code table 4.241 and Note 1),references note in different template
1556,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_56_ProductDefinitionTemplate_en,17,octet,1,(see Code table 4.241 and Note 1),used to be: See Note 1 under product definition template 4.55.
1557,(see Code table 4.3),GRIB2_Template_4_56_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.3),
1558,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_56_ProductDefinitionTemplate_en,21-22,octet,3,(see Note 3),
1559,(see Code table 4.4),GRIB2_Template_4_56_ProductDefinitionTemplate_en,24,octet,n/a,(see Code table 4.4),
1560,(see Code table 4.5),GRIB2_Template_4_56_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1561,(see Code table 4.5),GRIB2_Template_4_56_ProductDefinitionTemplate_en,35,octet,n/a,(see Code table 4.5),
1562,(see Code table 4.1),GRIB2_Template_4_57_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1563,(see Code table 4.2),GRIB2_Template_4_57_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1564,(see Code table 4.230),GRIB2_Template_4_57_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.230),
1565,"If Number of modes (N) > 1, then between x N fields with mode number l = 1, …, N define the distribution function. x is the number of variable parameters in the distribution function.",GRIB2_Template_4_57_ProductDefinitionTemplate_en,14-15,octet,1,(see Note 1),
1566,(see Code table 4.240),GRIB2_Template_4_57_ProductDefinitionTemplate_en,18-19,octet,n/a,(see Code table 4.240),
1567,(see Code table 4.3),GRIB2_Template_4_57_ProductDefinitionTemplate_en,21+5Np,octet,n/a,(see Code table 4.3),
1568,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_57_ProductDefinitionTemplate_en,(24+5Np)-(25+5Np),octet,2,(see Note 2),
1569,(see Code table 4.4),GRIB2_Template_4_57_ProductDefinitionTemplate_en,27+5Np,octet,n/a,(see Code table 4.4),
1570,(see Code table 4.5),GRIB2_Template_4_57_ProductDefinitionTemplate_en,32+5Np,octet,n/a,(see Code table 4.5),
1571,(see Code table 4.5),GRIB2_Template_4_57_ProductDefinitionTemplate_en,38+5Np,octet,n/a,(see Code table 4.5),
1572,"For more information, see Part B, GRIB Attachment III.",GRIB2_Template_4_57_ProductDefinitionTemplate_en,n/a,tbd,3,n/a,
1573,(see Code table 4.1),GRIB2_Template_4_58_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1574,(see Code table 4.2),GRIB2_Template_4_58_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1575,(see Code table 4.230),GRIB2_Template_4_58_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.230),
1576,"If Number of modes (N) > 1, then between x N fields with mode number l = 1, …, N define the distribution function. x is the number of variable parameters in the distribution function.",GRIB2_Template_4_58_ProductDefinitionTemplate_en,14-15,octet,1,(see Note 1),
1577,(see Code table 4.240),GRIB2_Template_4_58_ProductDefinitionTemplate_en,18-19,octet,n/a,(see Code table 4.240),
1578,(see Code table 4.3),GRIB2_Template_4_58_ProductDefinitionTemplate_en,21+5Np,octet,n/a,(see Code table 4.3),
1579,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_58_ProductDefinitionTemplate_en,(24+5Np)-(25+5Np),octet,2,(see Note 2),
1580,(see Code table 4.4),GRIB2_Template_4_58_ProductDefinitionTemplate_en,27+5Np,octet,n/a,(see Code table 4.4),
1581,(see Code table 4.5),GRIB2_Template_4_58_ProductDefinitionTemplate_en,32+5Np,octet,n/a,(see Code table 4.5),
1582,(see Code table 4.5),GRIB2_Template_4_58_ProductDefinitionTemplate_en,38+5Np,octet,n/a,(see Code table 4.5),
1583,(see Code table 4.6),GRIB2_Template_4_58_ProductDefinitionTemplate_en,44+5Np,octet,n/a,(see Code table 4.6),
1584,"For more information, see Part B, GRIB Attachment III.",GRIB2_Template_4_58_ProductDefinitionTemplate_en,n/a,tbd,3,n/a,
1585,(see Code table 4.1),GRIB2_Template_4_59_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1586,(see Code table 4.2),GRIB2_Template_4_59_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1587,(see Code table 4.242),GRIB2_Template_4_59_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.242),
1588,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_59_ProductDefinitionTemplate_en,13,octet,1,(see Notes 1 and 2),was: See Note 1 under product definition template 4.55.
1589,"For more information, see Part B, GRIB Attachment IV.",GRIB2_Template_4_59_ProductDefinitionTemplate_en,13,octet,2,(see Notes 1 and 2),
1590,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_59_ProductDefinitionTemplate_en,14,octet,1,(see Notes 1 and 2),was: See Note 1 under product definition template 4.55.
1591,"For more information, see Part B, GRIB Attachment IV.",GRIB2_Template_4_59_ProductDefinitionTemplate_en,14,octet,2,(see Notes 1 and 2),
1592,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_59_ProductDefinitionTemplate_en,15,octet,1,(see Note 1),was: See Note 1 under product definition template 4.55.
1593,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_59_ProductDefinitionTemplate_en,16,octet,1,(see Note 1),was: See Note 1 under product definition template 4.55.
1594,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_59_ProductDefinitionTemplate_en,17,octet,1,(see Note 1),was: See Note 1 under product definition template 4.55.
1595,(see Code table 4.3),GRIB2_Template_4_59_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.3),
1596,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_59_ProductDefinitionTemplate_en,21-22,octet,3,(see Note 3),
1597,(see Code table 4.4),GRIB2_Template_4_59_ProductDefinitionTemplate_en,24,octet,n/a,(see Code table 4.4),
1598,(see Code table 4.5),GRIB2_Template_4_59_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1599,(see Code table 4.5),GRIB2_Template_4_59_ProductDefinitionTemplate_en,35,octet,n/a,(see Code table 4.5),
1600,(see Code table 4.6),GRIB2_Template_4_59_ProductDefinitionTemplate_en,41,octet,n/a,(see Code table 4.6),
1601,(see Code table 4.1),GRIB2_Template_4_60_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1602,(see Code table 4.2),GRIB2_Template_4_60_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1603,(see Code table 4.3),GRIB2_Template_4_60_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1604,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_60_ProductDefinitionTemplate_en,15-16,octet,1,(see Note 1),
1605,(see Code table 4.4),GRIB2_Template_4_60_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1606,(see Code table 4.5),GRIB2_Template_4_60_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.5),
1607,(see Code table 4.5),GRIB2_Template_4_60_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1608,(see Code table 4.6),GRIB2_Template_4_60_ProductDefinitionTemplate_en,35,octet,n/a,(see Code table 4.6),
1609,This is the date when the reforecast is produced with a particular version of the model.,GRIB2_Template_4_60_ProductDefinitionTemplate_en,38-39,octet,2,(see Note 2),
1610,(see Code table 4.1),GRIB2_Template_4_61_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1611,(see Code table 4.2),GRIB2_Template_4_61_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1612,(see Code table 4.3),GRIB2_Template_4_61_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1613,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_61_ProductDefinitionTemplate_en,15-16,octet,1,(see Note 1),
1614,(see Code table 4.4),GRIB2_Template_4_61_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1615,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_61_ProductDefinitionTemplate_en,19-22,octet,2,(see Note 2),
1616,(see Code table 4.5),GRIB2_Template_4_61_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.5),
1617,(see Code table 4.5),GRIB2_Template_4_61_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1618,(see Code table 4.6),GRIB2_Template_4_61_ProductDefinitionTemplate_en,35,octet,n/a,(see Code table 4.6),
1619,This is the date when the reforecast is produced with a particular version of the model.,GRIB2_Template_4_61_ProductDefinitionTemplate_en,38-39,octet,3,(see Note 3),
1620,(see Code table 4.10),GRIB2_Template_4_61_ProductDefinitionTemplate_en,57,octet,n/a,(see Code table 4.10),
1621,(see Code table 4.11),GRIB2_Template_4_61_ProductDefinitionTemplate_en,58,octet,n/a,(see Code table 4.11),
1622,(see Code table 4.4),GRIB2_Template_4_61_ProductDefinitionTemplate_en,59,octet,n/a,(see Code table 4.4),
1623,(see Code table 4.4),GRIB2_Template_4_61_ProductDefinitionTemplate_en,64,octet,n/a,(see Code table 4.4),
1624,"An increment of zero means that the statistical processing is the result of a continuous (or near-continuous) process, not the processing of a number of discrete samples. Examples of such continuous processes are the temperatures measured by analogue maximum and minimum thermometers or thermographs, and the rainfall measured by rain gauge.",GRIB2_Template_4_61_ProductDefinitionTemplate_en,65-68,octet,4,(see Notes 4 and 5),
1625,"The reference and forecast times are successively set to their initial values plus or minus the increment, as defined by the type of time increment (one of octets 51, 63, 75, ...). For all but the innermost (last) time range, the next inner range is then processed using these reference and forecast times as the initial reference and forecast times.",GRIB2_Template_4_61_ProductDefinitionTemplate_en,65-68,octet,5,(see Notes 4 and 5),
1626,(see Code table 4.1),GRIB2_Template_4_62_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1627,(see Code table 4.2),GRIB2_Template_4_62_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1628,(see Code table 4.242),GRIB2_Template_4_62_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.242),
1629,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_62_ProductDefinitionTemplate_en,13,octet,1,(see Notes 1 and 2),used to be: See Note 1 under product definition template 4.55.
1630,"For more information, see Part B, GRIB Attachment IV.",GRIB2_Template_4_62_ProductDefinitionTemplate_en,13,octet,2,(see Notes 1 and 2),
1631,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_62_ProductDefinitionTemplate_en,14,octet,1,(see Notes 1 and 2),used to be: See Note 1 under product definition template 4.55.
1632,"For more information, see Part B, GRIB Attachment IV.",GRIB2_Template_4_62_ProductDefinitionTemplate_en,14,octet,2,(see Notes 1 and 2),
1633,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_62_ProductDefinitionTemplate_en,15,octet,1,(see Note 1),used to be: See Note 1 under product definition template 4.55.
1634,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_62_ProductDefinitionTemplate_en,16,octet,1,(see Note 1),used to be: See Note 1 under product definition template 4.55.
1635,"NUT is the number of used different spatial tiles, defining the cover structure of a point. As each of these tiles has one or more different tile attributes A(NAT(ITN)), (ITN=1,…,NUT), for example, (unmodified, snow-covered,…),......",GRIB2_Template_4_62_ProductDefinitionTemplate_en,17,octet,1,(see Note 1),used to be: See Note 1 under product definition template 4.55.
1636,(see Code table 4.3),GRIB2_Template_4_62_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.3),
1637,Hours greater than 65534 will be coded as 65534.,GRIB2_Template_4_62_ProductDefinitionTemplate_en,21-22,octet,3,(see Note 3),
1638,(see Code table 4.4),GRIB2_Template_4_62_ProductDefinitionTemplate_en,24,octet,n/a,(see Code table 4.4),
1639,The reference time in section 1 and the forecast time together define the beginning of the overall time interval.,GRIB2_Template_4_62_ProductDefinitionTemplate_en,25-28,octet,4,(see Note 4),
1640,(see Code table 4.5),GRIB2_Template_4_62_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1641,(see Code table 4.5),GRIB2_Template_4_62_ProductDefinitionTemplate_en,35,octet,n/a,(see Code table 4.5),
1642,(see Code table 4.10),GRIB2_Template_4_62_ProductDefinitionTemplate_en,53,octet,n/a,(see Code table 4.10),
1643,(see Code table 4.11),GRIB2_Template_4_62_ProductDefinitionTemplate_en,54,octet,n/a,(see Code table 4.11),
1644,(see Code table 4.4),GRIB2_Template_4_62_ProductDefinitionTemplate_en,55,octet,n/a,(see Code table 4.4),
1645,(see Code table 4.4),GRIB2_Template_4_62_ProductDefinitionTemplate_en,60,octet,n/a,(see Code table 4.4),
